Supermarket,Locality,Product_Name,Category,Date,Day_of_Week,Quantity_Sold,Price_per_kg,Discounted_Price,Holiday,Weather,Promotion
CityVeg,Indiranagar,Spinach,Leafy Green,08-01-2024,Monday,80,15 INR,5 INR,Yes,Clear,No
QuickKart,Indiranagar,Tomatoes,Vegetable,08-01-2024,Monday,164,30 INR,25 INR,Yes,Rainy,No
QuickKart,Indiranagar,Apples,Fruit,08-01-2024,Monday,119,60 INR,55 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Cabbage,Vegetable,08-01-2024,Monday,39,20 INR,5 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Bananas,Fruit,08-01-2024,Monday,105,25 INR,15 INR,Yes,Clear,No
QuickKart,Indiranagar,Potatoes,Vegetable,08-01-2024,Monday,80,18 INR,8 INR,No,Rainy,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,08-01-2024,Monday,125,15 INR,10 INR,Yes,Cloudy,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,09-01-2024,Tuesday,76,30 INR,15 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Apples,Fruit,09-01-2024,Tuesday,96,60 INR,45 INR,No,Cloudy,No
FreshMart,Indiranagar,Cabbage,Vegetable,09-01-2024,Tuesday,115,20 INR,10 INR,No,Clear,No
FreshMart,Indiranagar,Bananas,Fruit,09-01-2024,Tuesday,125,25 INR,20 INR,No,Rainy,No
FreshMart,Indiranagar,Potatoes,Vegetable,09-01-2024,Tuesday,63,18 INR,18 INR,Yes,Rainy,No
FreshMart,Indiranagar,Spinach,Leafy Green,09-01-2024,Tuesday,89,15 INR,5 INR,No,Cloudy,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,09-01-2024,Tuesday,85,30 INR,15 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Apples,Fruit,09-01-2024,Tuesday,80,60 INR,45 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,09-01-2024,Tuesday,152,20 INR,5 INR,No,Clear,No
UrbanBite,Indiranagar,Bananas,Fruit,09-01-2024,Tuesday,112,25 INR,10 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Potatoes,Vegetable,09-01-2024,Tuesday,62,18 INR,8 INR,No,Cloudy,Yes
UrbanBite,Indiranagar,Spinach,Leafy Green,09-01-2024,Tuesday,127,15 INR,15 INR,No,Rainy,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,09-01-2024,Tuesday,163,30 INR,20 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Apples,Fruit,09-01-2024,Tuesday,130,60 INR,50 INR,No,Clear,No
DailyGro,Indiranagar,Cabbage,Vegetable,09-01-2024,Tuesday,54,20 INR,20 INR,No,Clear,No
DailyGro,Indiranagar,Bananas,Fruit,09-01-2024,Tuesday,85,25 INR,20 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,09-01-2024,Tuesday,138,18 INR,8 INR,No,Clear,No
DailyGro,Indiranagar,Spinach,Leafy Green,09-01-2024,Tuesday,78,15 INR,5 INR,No,Clear,No
CityVeg,Indiranagar,Tomatoes,Vegetable,09-01-2024,Tuesday,113,30 INR,30 INR,No,Rainy,No
CityVeg,Indiranagar,Apples,Fruit,09-01-2024,Tuesday,123,60 INR,45 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Cabbage,Vegetable,09-01-2024,Tuesday,72,20 INR,10 INR,Yes,Clear,No
CityVeg,Indiranagar,Bananas,Fruit,09-01-2024,Tuesday,98,25 INR,10 INR,No,Clear,No
CityVeg,Indiranagar,Potatoes,Vegetable,09-01-2024,Tuesday,2,18 INR,18 INR,No,Clear,No
CityVeg,Indiranagar,Spinach,Leafy Green,09-01-2024,Tuesday,69,15 INR,0 INR,No,Cloudy,Yes
QuickKart,Indiranagar,Tomatoes,Vegetable,09-01-2024,Tuesday,92,30 INR,30 INR,No,Clear,Yes
QuickKart,Indiranagar,Apples,Fruit,09-01-2024,Tuesday,62,60 INR,45 INR,No,Cloudy,Yes
QuickKart,Indiranagar,Cabbage,Vegetable,09-01-2024,Tuesday,148,20 INR,5 INR,No,Clear,No
QuickKart,Indiranagar,Bananas,Fruit,09-01-2024,Tuesday,57,25 INR,25 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Potatoes,Vegetable,09-01-2024,Tuesday,86,18 INR,8 INR,Yes,Clear,No
QuickKart,Indiranagar,Spinach,Leafy Green,09-01-2024,Tuesday,103,15 INR,5 INR,Yes,Rainy,No
FreshMart,Indiranagar,Tomatoes,Vegetable,10-01-2024,Wednesday,143,30 INR,15 INR,Yes,Clear,No
FreshMart,Indiranagar,Apples,Fruit,10-01-2024,Wednesday,56,60 INR,45 INR,No,Clear,No
FreshMart,Indiranagar,Cabbage,Vegetable,10-01-2024,Wednesday,134,20 INR,15 INR,No,Rainy,No
FreshMart,Indiranagar,Bananas,Fruit,10-01-2024,Wednesday,100,25 INR,15 INR,No,Rainy,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,10-01-2024,Wednesday,70,18 INR,13 INR,No,Clear,No
FreshMart,Indiranagar,Spinach,Leafy Green,10-01-2024,Wednesday,113,15 INR,15 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,10-01-2024,Wednesday,105,30 INR,20 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Apples,Fruit,10-01-2024,Wednesday,81,60 INR,45 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,10-01-2024,Wednesday,102,20 INR,10 INR,Yes,Cloudy,No
UrbanBite,Indiranagar,Bananas,Fruit,10-01-2024,Wednesday,88,25 INR,25 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Potatoes,Vegetable,10-01-2024,Wednesday,103,18 INR,8 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Spinach,Leafy Green,10-01-2024,Wednesday,119,15 INR,10 INR,Yes,Clear,No
DailyGro,Indiranagar,Tomatoes,Vegetable,10-01-2024,Wednesday,147,30 INR,30 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Apples,Fruit,10-01-2024,Wednesday,62,60 INR,50 INR,No,Clear,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,10-01-2024,Wednesday,163,20 INR,10 INR,Yes,Cloudy,No
DailyGro,Indiranagar,Bananas,Fruit,10-01-2024,Wednesday,41,25 INR,25 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,10-01-2024,Wednesday,95,18 INR,3 INR,No,Rainy,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,10-01-2024,Wednesday,117,15 INR,5 INR,Yes,Clear,Yes
CityVeg,Indiranagar,Tomatoes,Vegetable,10-01-2024,Wednesday,108,30 INR,20 INR,No,Cloudy,No
CityVeg,Indiranagar,Apples,Fruit,10-01-2024,Wednesday,81,60 INR,55 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Cabbage,Vegetable,10-01-2024,Wednesday,93,20 INR,10 INR,Yes,Clear,Yes
CityVeg,Indiranagar,Bananas,Fruit,10-01-2024,Wednesday,85,25 INR,10 INR,No,Clear,No
CityVeg,Indiranagar,Potatoes,Vegetable,10-01-2024,Wednesday,82,18 INR,8 INR,Yes,Rainy,Yes
CityVeg,Indiranagar,Spinach,Leafy Green,10-01-2024,Wednesday,125,15 INR,0 INR,Yes,Clear,No
QuickKart,Indiranagar,Tomatoes,Vegetable,10-01-2024,Wednesday,110,30 INR,30 INR,No,Clear,No
QuickKart,Indiranagar,Apples,Fruit,10-01-2024,Wednesday,79,60 INR,60 INR,No,Clear,Yes
QuickKart,Indiranagar,Cabbage,Vegetable,10-01-2024,Wednesday,126,20 INR,20 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Bananas,Fruit,10-01-2024,Wednesday,109,25 INR,25 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,10-01-2024,Wednesday,124,18 INR,3 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Spinach,Leafy Green,10-01-2024,Wednesday,118,15 INR,0 INR,Yes,Clear,No
FreshMart,Indiranagar,Tomatoes,Vegetable,11-01-2024,Thursday,75,30 INR,25 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Apples,Fruit,11-01-2024,Thursday,83,60 INR,60 INR,Yes,Rainy,No
FreshMart,Indiranagar,Cabbage,Vegetable,11-01-2024,Thursday,122,20 INR,20 INR,Yes,Rainy,No
FreshMart,Indiranagar,Bananas,Fruit,11-01-2024,Thursday,118,25 INR,15 INR,No,Clear,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,11-01-2024,Thursday,99,18 INR,8 INR,No,Rainy,Yes
FreshMart,Indiranagar,Spinach,Leafy Green,11-01-2024,Thursday,103,15 INR,5 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,11-01-2024,Thursday,138,30 INR,25 INR,No,Clear,No
UrbanBite,Indiranagar,Apples,Fruit,11-01-2024,Thursday,82,60 INR,45 INR,No,Rainy,No
UrbanBite,Indiranagar,Cabbage,Vegetable,11-01-2024,Thursday,116,20 INR,20 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Bananas,Fruit,11-01-2024,Thursday,93,25 INR,25 INR,Yes,Rainy,Yes
UrbanBite,Indiranagar,Potatoes,Vegetable,11-01-2024,Thursday,93,18 INR,13 INR,No,Cloudy,No
UrbanBite,Indiranagar,Spinach,Leafy Green,11-01-2024,Thursday,132,15 INR,0 INR,Yes,Cloudy,No
DailyGro,Indiranagar,Tomatoes,Vegetable,11-01-2024,Thursday,124,30 INR,30 INR,No,Cloudy,No
DailyGro,Indiranagar,Apples,Fruit,11-01-2024,Thursday,124,60 INR,60 INR,No,Clear,No
DailyGro,Indiranagar,Cabbage,Vegetable,11-01-2024,Thursday,139,20 INR,10 INR,No,Clear,No
DailyGro,Indiranagar,Bananas,Fruit,11-01-2024,Thursday,100,25 INR,25 INR,No,Rainy,No
DailyGro,Indiranagar,Potatoes,Vegetable,11-01-2024,Thursday,120,18 INR,8 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,11-01-2024,Thursday,90,15 INR,5 INR,Yes,Clear,Yes
CityVeg,Indiranagar,Tomatoes,Vegetable,11-01-2024,Thursday,109,30 INR,20 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Apples,Fruit,11-01-2024,Thursday,96,60 INR,55 INR,No,Cloudy,No
CityVeg,Indiranagar,Cabbage,Vegetable,11-01-2024,Thursday,102,20 INR,15 INR,Yes,Clear,No
CityVeg,Indiranagar,Bananas,Fruit,11-01-2024,Thursday,117,25 INR,25 INR,Yes,Clear,Yes
CityVeg,Indiranagar,Potatoes,Vegetable,11-01-2024,Thursday,75,18 INR,8 INR,Yes,Clear,Yes
CityVeg,Indiranagar,Spinach,Leafy Green,11-01-2024,Thursday,162,15 INR,10 INR,Yes,Rainy,No
QuickKart,Indiranagar,Tomatoes,Vegetable,11-01-2024,Thursday,69,30 INR,20 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Apples,Fruit,11-01-2024,Thursday,63,60 INR,45 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Cabbage,Vegetable,11-01-2024,Thursday,134,20 INR,15 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Bananas,Fruit,11-01-2024,Thursday,123,25 INR,15 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,11-01-2024,Thursday,118,18 INR,18 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,11-01-2024,Thursday,118,15 INR,10 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,12-01-2024,Friday,99,30 INR,30 INR,No,Rainy,No
FreshMart,Indiranagar,Apples,Fruit,12-01-2024,Friday,73,60 INR,55 INR,No,Clear,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,12-01-2024,Friday,102,20 INR,15 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Bananas,Fruit,12-01-2024,Friday,79,25 INR,10 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,12-01-2024,Friday,129,18 INR,18 INR,No,Clear,Yes
FreshMart,Indiranagar,Spinach,Leafy Green,12-01-2024,Friday,95,15 INR,0 INR,Yes,Cloudy,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,12-01-2024,Friday,75,30 INR,25 INR,No,Rainy,No
UrbanBite,Indiranagar,Apples,Fruit,12-01-2024,Friday,90,60 INR,50 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,12-01-2024,Friday,112,20 INR,5 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Bananas,Fruit,12-01-2024,Friday,83,25 INR,20 INR,Yes,Clear,No
UrbanBite,Indiranagar,Potatoes,Vegetable,12-01-2024,Friday,75,18 INR,18 INR,No,Clear,Yes
UrbanBite,Indiranagar,Spinach,Leafy Green,12-01-2024,Friday,107,15 INR,0 INR,No,Rainy,No
DailyGro,Indiranagar,Tomatoes,Vegetable,12-01-2024,Friday,107,30 INR,30 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Apples,Fruit,12-01-2024,Friday,84,60 INR,45 INR,No,Rainy,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,12-01-2024,Friday,85,20 INR,20 INR,No,Clear,Yes
DailyGro,Indiranagar,Bananas,Fruit,12-01-2024,Friday,106,25 INR,15 INR,Yes,Rainy,No
DailyGro,Indiranagar,Potatoes,Vegetable,12-01-2024,Friday,56,18 INR,13 INR,No,Rainy,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,12-01-2024,Friday,57,15 INR,10 INR,No,Cloudy,No
CityVeg,Indiranagar,Tomatoes,Vegetable,12-01-2024,Friday,78,30 INR,30 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Apples,Fruit,12-01-2024,Friday,93,60 INR,60 INR,No,Rainy,No
CityVeg,Indiranagar,Cabbage,Vegetable,12-01-2024,Friday,109,20 INR,5 INR,Yes,Rainy,Yes
CityVeg,Indiranagar,Bananas,Fruit,12-01-2024,Friday,144,25 INR,15 INR,No,Clear,Yes
CityVeg,Indiranagar,Potatoes,Vegetable,12-01-2024,Friday,125,18 INR,3 INR,Yes,Clear,No
CityVeg,Indiranagar,Spinach,Leafy Green,12-01-2024,Friday,95,15 INR,5 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Tomatoes,Vegetable,12-01-2024,Friday,99,30 INR,25 INR,No,Cloudy,Yes
QuickKart,Indiranagar,Apples,Fruit,12-01-2024,Friday,69,60 INR,60 INR,Yes,Rainy,No
QuickKart,Indiranagar,Cabbage,Vegetable,12-01-2024,Friday,99,20 INR,5 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Bananas,Fruit,12-01-2024,Friday,91,25 INR,20 INR,No,Clear,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,12-01-2024,Friday,109,18 INR,13 INR,No,Rainy,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,12-01-2024,Friday,75,15 INR,15 INR,No,Clear,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,13-01-2024,Saturday,115,30 INR,25 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Apples,Fruit,13-01-2024,Saturday,145,60 INR,45 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Cabbage,Vegetable,13-01-2024,Saturday,96,20 INR,10 INR,No,Cloudy,No
FreshMart,Indiranagar,Bananas,Fruit,13-01-2024,Saturday,112,25 INR,10 INR,Yes,Clear,No
FreshMart,Indiranagar,Potatoes,Vegetable,13-01-2024,Saturday,120,18 INR,3 INR,No,Rainy,Yes
FreshMart,Indiranagar,Spinach,Leafy Green,13-01-2024,Saturday,87,15 INR,10 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,13-01-2024,Saturday,106,30 INR,30 INR,No,Clear,No
UrbanBite,Indiranagar,Apples,Fruit,13-01-2024,Saturday,100,60 INR,55 INR,No,Clear,No
UrbanBite,Indiranagar,Cabbage,Vegetable,13-01-2024,Saturday,102,20 INR,15 INR,Yes,Clear,No
UrbanBite,Indiranagar,Bananas,Fruit,13-01-2024,Saturday,76,25 INR,10 INR,No,Cloudy,No
UrbanBite,Indiranagar,Potatoes,Vegetable,13-01-2024,Saturday,100,18 INR,8 INR,No,Clear,No
UrbanBite,Indiranagar,Spinach,Leafy Green,13-01-2024,Saturday,114,15 INR,5 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,13-01-2024,Saturday,143,30 INR,25 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Apples,Fruit,13-01-2024,Saturday,128,60 INR,60 INR,No,Rainy,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,13-01-2024,Saturday,164,20 INR,15 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Bananas,Fruit,13-01-2024,Saturday,76,25 INR,20 INR,Yes,Rainy,No
DailyGro,Indiranagar,Potatoes,Vegetable,13-01-2024,Saturday,126,18 INR,18 INR,No,Rainy,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,13-01-2024,Saturday,105,15 INR,5 INR,No,Rainy,Yes
CityVeg,Indiranagar,Tomatoes,Vegetable,13-01-2024,Saturday,165,30 INR,25 INR,No,Clear,No
CityVeg,Indiranagar,Apples,Fruit,13-01-2024,Saturday,75,60 INR,55 INR,No,Cloudy,No
CityVeg,Indiranagar,Cabbage,Vegetable,13-01-2024,Saturday,74,20 INR,20 INR,Yes,Rainy,No
CityVeg,Indiranagar,Bananas,Fruit,13-01-2024,Saturday,82,25 INR,20 INR,No,Rainy,Yes
CityVeg,Indiranagar,Potatoes,Vegetable,13-01-2024,Saturday,36,18 INR,13 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Spinach,Leafy Green,13-01-2024,Saturday,84,15 INR,15 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Tomatoes,Vegetable,13-01-2024,Saturday,77,30 INR,25 INR,Yes,Rainy,No
QuickKart,Indiranagar,Apples,Fruit,13-01-2024,Saturday,104,60 INR,60 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Cabbage,Vegetable,13-01-2024,Saturday,110,20 INR,20 INR,No,Rainy,No
QuickKart,Indiranagar,Bananas,Fruit,13-01-2024,Saturday,156,25 INR,20 INR,No,Rainy,No
QuickKart,Indiranagar,Potatoes,Vegetable,13-01-2024,Saturday,128,18 INR,8 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,13-01-2024,Saturday,82,15 INR,5 INR,No,Cloudy,No
FreshMart,Indiranagar,Tomatoes,Vegetable,14-01-2024,Sunday,73,30 INR,30 INR,No,Clear,No
FreshMart,Indiranagar,Apples,Fruit,14-01-2024,Sunday,114,60 INR,45 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,14-01-2024,Sunday,60,20 INR,10 INR,No,Rainy,No
FreshMart,Indiranagar,Bananas,Fruit,14-01-2024,Sunday,154,25 INR,15 INR,Yes,Clear,No
FreshMart,Indiranagar,Potatoes,Vegetable,14-01-2024,Sunday,135,18 INR,18 INR,No,Clear,Yes
FreshMart,Indiranagar,Spinach,Leafy Green,14-01-2024,Sunday,85,15 INR,0 INR,No,Clear,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,14-01-2024,Sunday,48,30 INR,25 INR,No,Cloudy,Yes
UrbanBite,Indiranagar,Apples,Fruit,14-01-2024,Sunday,140,60 INR,50 INR,No,Cloudy,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,14-01-2024,Sunday,96,20 INR,10 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Bananas,Fruit,14-01-2024,Sunday,137,25 INR,20 INR,No,Clear,Yes
UrbanBite,Indiranagar,Potatoes,Vegetable,14-01-2024,Sunday,52,18 INR,13 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Spinach,Leafy Green,14-01-2024,Sunday,82,15 INR,5 INR,No,Cloudy,No
DailyGro,Indiranagar,Tomatoes,Vegetable,14-01-2024,Sunday,100,30 INR,20 INR,No,Cloudy,Yes
DailyGro,Indiranagar,Apples,Fruit,14-01-2024,Sunday,101,60 INR,45 INR,No,Cloudy,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,14-01-2024,Sunday,86,20 INR,5 INR,Yes,Cloudy,No
DailyGro,Indiranagar,Bananas,Fruit,14-01-2024,Sunday,118,25 INR,15 INR,Yes,Clear,No
DailyGro,Indiranagar,Potatoes,Vegetable,14-01-2024,Sunday,67,18 INR,13 INR,No,Clear,No
DailyGro,Indiranagar,Spinach,Leafy Green,14-01-2024,Sunday,95,15 INR,15 INR,Yes,Rainy,No
CityVeg,Indiranagar,Tomatoes,Vegetable,14-01-2024,Sunday,103,30 INR,20 INR,No,Rainy,No
CityVeg,Indiranagar,Apples,Fruit,14-01-2024,Sunday,115,60 INR,45 INR,No,Clear,No
CityVeg,Indiranagar,Cabbage,Vegetable,14-01-2024,Sunday,121,20 INR,15 INR,No,Clear,No
CityVeg,Indiranagar,Bananas,Fruit,14-01-2024,Sunday,66,25 INR,10 INR,Yes,Rainy,No
CityVeg,Indiranagar,Potatoes,Vegetable,14-01-2024,Sunday,53,18 INR,8 INR,Yes,Clear,No
CityVeg,Indiranagar,Spinach,Leafy Green,14-01-2024,Sunday,138,15 INR,0 INR,No,Clear,No
QuickKart,Indiranagar,Tomatoes,Vegetable,14-01-2024,Sunday,109,30 INR,20 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Apples,Fruit,14-01-2024,Sunday,77,60 INR,60 INR,No,Clear,No
QuickKart,Indiranagar,Cabbage,Vegetable,14-01-2024,Sunday,146,20 INR,5 INR,No,Cloudy,No
QuickKart,Indiranagar,Bananas,Fruit,14-01-2024,Sunday,103,25 INR,25 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,14-01-2024,Sunday,135,18 INR,13 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,14-01-2024,Sunday,102,15 INR,15 INR,Yes,Cloudy,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,15-01-2024,Monday,161,30 INR,15 INR,Yes,Clear,No
FreshMart,Indiranagar,Apples,Fruit,15-01-2024,Monday,152,60 INR,50 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Cabbage,Vegetable,15-01-2024,Monday,92,20 INR,10 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Bananas,Fruit,15-01-2024,Monday,129,25 INR,20 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Potatoes,Vegetable,15-01-2024,Monday,119,18 INR,8 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Spinach,Leafy Green,15-01-2024,Monday,141,15 INR,10 INR,No,Clear,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,15-01-2024,Monday,71,30 INR,25 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Apples,Fruit,15-01-2024,Monday,120,60 INR,45 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,15-01-2024,Monday,131,20 INR,20 INR,No,Clear,Yes
UrbanBite,Indiranagar,Bananas,Fruit,15-01-2024,Monday,47,25 INR,15 INR,No,Rainy,No
UrbanBite,Indiranagar,Potatoes,Vegetable,15-01-2024,Monday,64,18 INR,3 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Spinach,Leafy Green,15-01-2024,Monday,38,15 INR,5 INR,No,Clear,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,15-01-2024,Monday,91,30 INR,30 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Apples,Fruit,15-01-2024,Monday,121,60 INR,55 INR,Yes,Rainy,No
DailyGro,Indiranagar,Cabbage,Vegetable,15-01-2024,Monday,145,20 INR,5 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Bananas,Fruit,15-01-2024,Monday,102,25 INR,20 INR,Yes,Rainy,No
DailyGro,Indiranagar,Potatoes,Vegetable,15-01-2024,Monday,148,18 INR,3 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,15-01-2024,Monday,58,15 INR,0 INR,Yes,Rainy,Yes
CityVeg,Indiranagar,Tomatoes,Vegetable,15-01-2024,Monday,48,30 INR,30 INR,No,Clear,No
CityVeg,Indiranagar,Apples,Fruit,15-01-2024,Monday,98,60 INR,55 INR,No,Cloudy,Yes
CityVeg,Indiranagar,Cabbage,Vegetable,15-01-2024,Monday,111,20 INR,15 INR,Yes,Rainy,Yes
CityVeg,Indiranagar,Bananas,Fruit,15-01-2024,Monday,99,25 INR,25 INR,Yes,Rainy,No
CityVeg,Indiranagar,Potatoes,Vegetable,15-01-2024,Monday,37,18 INR,13 INR,Yes,Rainy,Yes
CityVeg,Indiranagar,Spinach,Leafy Green,15-01-2024,Monday,97,15 INR,0 INR,Yes,Clear,No
QuickKart,Indiranagar,Tomatoes,Vegetable,15-01-2024,Monday,60,30 INR,25 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Apples,Fruit,15-01-2024,Monday,120,60 INR,50 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Cabbage,Vegetable,15-01-2024,Monday,110,20 INR,10 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Bananas,Fruit,15-01-2024,Monday,71,25 INR,15 INR,No,Rainy,No
QuickKart,Indiranagar,Potatoes,Vegetable,15-01-2024,Monday,84,18 INR,8 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,15-01-2024,Monday,68,15 INR,15 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,16-01-2024,Tuesday,98,30 INR,30 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Apples,Fruit,16-01-2024,Tuesday,128,60 INR,45 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Cabbage,Vegetable,16-01-2024,Tuesday,70,20 INR,15 INR,No,Rainy,Yes
FreshMart,Indiranagar,Bananas,Fruit,16-01-2024,Tuesday,115,25 INR,15 INR,No,Cloudy,No
FreshMart,Indiranagar,Potatoes,Vegetable,16-01-2024,Tuesday,84,18 INR,18 INR,No,Rainy,No
FreshMart,Indiranagar,Spinach,Leafy Green,16-01-2024,Tuesday,76,15 INR,15 INR,No,Cloudy,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,16-01-2024,Tuesday,96,30 INR,15 INR,Yes,Cloudy,No
UrbanBite,Indiranagar,Apples,Fruit,16-01-2024,Tuesday,68,60 INR,55 INR,No,Clear,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,16-01-2024,Tuesday,83,20 INR,20 INR,Yes,Clear,No
UrbanBite,Indiranagar,Bananas,Fruit,16-01-2024,Tuesday,64,25 INR,10 INR,No,Rainy,No
UrbanBite,Indiranagar,Potatoes,Vegetable,16-01-2024,Tuesday,158,18 INR,8 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Spinach,Leafy Green,16-01-2024,Tuesday,101,15 INR,15 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,16-01-2024,Tuesday,79,30 INR,15 INR,Yes,Clear,No
DailyGro,Indiranagar,Apples,Fruit,16-01-2024,Tuesday,106,60 INR,45 INR,No,Rainy,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,16-01-2024,Tuesday,96,20 INR,20 INR,Yes,Cloudy,No
DailyGro,Indiranagar,Bananas,Fruit,16-01-2024,Tuesday,93,25 INR,25 INR,No,Cloudy,Yes
